"RESPID","GENDER","AGE","WORKING","REGION","MUSIC","LIST_OWN","LIST_BACK","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19"
18181,1,37,9,2,4,3,1,70,86,70,29,33,32,34,33,34,97,90,90,74,90,90,90,90,90,93
25657,1,23,9,0,3,1,2,76,76,73,29,18,7,76,52,12,49,69,65,69,78,49,52,76,68,50
11750,1,54,4,0,1,0.5,2,28,67,40,70,64,35,48,49,70,68,49,61,43,47,49,31,74,28,28
37994,0,26,9,0,4,2,2,100,75,73,30,41,13,55,54,37,73,63,7,7,13,12,16,13,75,98
14050,0,47,,0,4,,,13,46,12,1,32,2,1,1,40,1,1,2,2,51,1,1,25,,
27348,0,30,4,2,4,2,9,95,74,99,35,51,5,50,38,4,90,73,71,97,74,76,73,91,86,99
20913,1,36,9,1,3,1,1,52,48,49,48,51,30,29,30,53,55,54,49,30,50,47,32,68,50,50
17355,1,20,9,1,1,0,0,3,49,12,1,2,52,57,57,71,41,34,49,50,51,31,1,1,2,2
28962,0,60,8,2,1,,3,30,56,55,54,55,30,54,54,52,33,53,52,31,51,34,,54,53,35
48486,1,56,11,0,3,1,0.5,60,60,56,40,48,39,36,11,49,63,33,31,42,64,48,48,63,54,53
232,1,56,,1,3,,2,29,48,29,12,48,22,7,11,86,70,10,7,7,44,23,10,48,,
13694,1,13,,2,4,2,1,88,95,95,30,54,52,53,55,84,55,89,90,90,90,90,65,67,,
41526,1,17,3,0,3,5,2,72,84,64,28,9,67,11,9,92,50,78,6,71,71,72,31,74,73,100
37025,1,58,11,3,2,0.5,2,27,48,29,50,50,31,9,7,67,71,51,54,32,32,54,10,80,42,55
37007,0,23,5,1,1,5,3,73,53,74,54,34,70,70,31,44,36,64,68,50,29,52,29,34,17,55
19929,1,62,11,1,3,,,50,51,52,48,47,44,49,48,47,65,45,46,45,45,44,52,47,48,48
14003,0,36,,2,3,1,3,74,74,74,74,35,11,78,73,31,73,75,76,76,75,60,61,74,,
16443,0,35,,2,4,3,5,85,85,91,48,26,4,54,55,88,77,69,93,93,91,82,71,84,,
15012,0,48,,2,1,,,39,49,50,39,44,8,88,55,40,48,76,70,49,25,10,4,23,,
40854,0,44,4,1,1,2,3,30,55,51,51,33,34,75,35,52,33,80,69,51,49,34,56,74,31,30
1436,1,33,,1,4,4,0,76,78,78,34,35,53,10,10,10,99,93,92,7,8,81,31,74,,
12743,0,33,9,1,1,1,4,18,49,11,16,17,69,77,72,48,24,82,86,28,30,24,24,44,49,2
6078,1,21,,2,4,2,3,91,94,92,92,50,29,33,7,7,90,70,50,93,94,73,74,93,,
35276,1,19,3,1,4,2,2,76,62,87,31,57,37,36,51,79,87,33,38,68,71,70,38,72,45,75
27591,0,36,9,1,3,1,1,70,53,71,71,31,10,30,11,49,49,30,30,51,51,51,51,70,52,53
40878,1,46,9,1,0,0,0,11,11,7,8,7,9,9,8,9,9,8,10,10,10,11,11,11,12,11
7396,0,25,,1,3,0,1,53,51,51,51,52,53,53,53,53,64,33,35,52,81,16,18,18,,
16149,0,40,,0,4,3,1,71,60,59,10,52,6,8,30,50,66,66,51,50,50,31,31,70,,
34503,0,63,11,0,2,0,3,14,13,13,14,70,100,8,8,100,8,8,8,9,13,13,13,13,13,16
29507,1,25,8,1,3,2,4,87,27,64,74,53,10,2,2,58,87,66,70,19,18,49,,72,78,77
13362,1,57,9,1,3,1,1,69,50,72,30,31,34,29,11,10,48,61,60,58,58,26,58,67,50,41
24409,1,15,3,0,4,1,4,31,70,26,67,15,34,38,53,57,28,49,37,100,26,28,,42,64,14
15026,1,30,,1,3,2,5,34,54,52,54,54,29,6,11,37,51,51,52,27,27,54,3,70,,
38369,1,37,9,1,2,,,49,50,47,47,49,49,49,48,49,50,49,45,50,49,49,49,50,52,50
11734,0,31,8,3,3,1,1,59,81,57,2,3,6,61,83,3,83,87,87,29,35,27,69,70,32,59
39496,0,62,11,0,1,6,7,16,50,32,51,52,31,89,90,55,34,70,57,55,58,13,32,58,36,16
15625,1,14,,0,3,1,1,43,46,55,30,32,52,50,15,31,38,55,46,66,67,31,13,33,,
10188,1,28,,0,4,5,5,87,85,88,76,89,84,92,75,78,78,55,36,64,75,87,68,75,,
1863,0,19,3,1,1,,16.5,67,67,69,46,45,50,48,68,67,65,47,44,69,69,49,47,67,48,47
4637,0,54,8,0,3,2,8,11,14,32,61,12,11,8,6,7,50,50,36,58,35,6,6,14,12,8
37522,0,44,8,2,3,1,3,49,50,75,31,32,31,31,32,33,47,68,69,32,31,33,32,74,48,48
42563,0,41,9,3,1,2,2,72,72,46,29,49,13,48,33,30,51,50,35,53,46,51,63,69,67,71
46515,0,37,,0,1,,3,12,49,10,10,10,27,67,51,50,49,71,49,48,48,31,4,8,,
40121,0,13,3,1,3,1,1,73,76,76,13,14,36,10,1,1,72,92,67,93,97,50,33,71,71,47
17351,1,21,3,1,1,0,0,48,28,29,20,6,49,2,2,69,50,50,50,49,43,2,4,50,30,9
24731,0,47,10,1,4,4,0,51,51,73,29,2,4,28,9,50,99,90,94,93,96,64,,74,49,50
24892,1,51,9,1,4,6,4,25,64,51,37,41,59,90,57,29,37,36,33,99,53,64,,80,53,96
21166,1,59,9,0,1,0.5,0,47,64,30,28,51,65,20,22,62,21,47,47,49,46,48,27,27,27,29
8306,0,45,,2,1,1,6,14,50,12,13,12,91,14,13,53,14,53,70,14,13,14,15,52,,
44861,1,59,8,2,1,1,2,51,67,52,36,26,9,51,22,69,57,66,77,30,47,31,80,94,28,38
34238,0,47,4,0,1,0.5,0.5,9,51,4,8,12,92,7,47,74,44,71,66,6,52,10,10,11,11,34
6724,1,39,,1,1,1,,32,70,51,12,12,31,32,14,33,74,76,51,31,51,32,14,70,,
15655,1,15,,0,3,2,4,75,69,74,56,35,36,8,13,14,53,94,54,76,97,78,9,85,,
49336,1,14,3,0,4,4,5,92,88,100,63,32,9,8,9,4,53,84,93,82,90,77,89,81,80,39
45460,1,40,1,1,4,6,8,48,77,76,5,52,31,2,3,5,52,9,6,8,32,51,66,7,53,52
17328,0,15,3,1,4,4,2,73,72,73,31,32,14,44,14,20,53,91,69,69,84,48,50,76,66,50
43161,0,42,9,1,1,5,5,49,48,50,51,50,33,50,51,27,47,49,49,49,48,48,48,48,48,48
37617,1,54,9,2,4,1,5,67,55,70,55,27,47,9,8,51,88,53,51,33,76,52,53,72,54,50
33251,1,20,3,1,3,5,10,84,76,82,45,40,35,51,41,31,52,52,69,81,81,59,66,80,74,36
37575,0,60,10,2,1,1,8,14,12,13,16,67,84,54,54,69,55,55,69,34,34,10,11,55,14,13
19498,1,22,8,2,4,3,0.5,67,35,50,92,57,54,5,0,42,85,47,48,70,51,57,66,73,55,52
5972,0,16,,0,4,2,1,81,79,70,37,58,10,53,49,96,73,74,95,95,88,54,51,67,,
47002,1,37,,0,4,2,5,38,34,66,3,2,3,34,4,2,68,28,3,61,84,49,32,48,,
10917,1,25,,1,4,,,94,93,81,86,93,84,93,91,77,91,88,95,93,89,89,97,99,,
13584,1,32,9,1,2,4,,32,54,17,55,72,91,71,35,95,74,74,53,33,51,52,10,55,10,12
39517,1,28,9,1,4,8,8,90,90,91,8,13,10,11,11,11,94,55,9,51,94,93,89,89,90,91
28231,0,63,12,2,3,1,4,57,30,11,54,29,56,7,11,86,62,54,55,7,9,10,,76,13,13
3344,0,33,9,0,1,1,3,43,44,63,48,32,9,33,9,50,51,66,78,68,69,52,64,69,50,51
29960,1,24,9,1,0,,,50,49,49,49,49,49,49,50,50,52,49,49,49,49,49,,49,49,50
8466,0,48,,2,1,,,28,70,35,51,30,30,51,52,28,27,50,48,50,72,48,48,48,,
6594,1,59,,1,1,0,1,73,70,51,33,57,34,6,6,35,33,71,72,14,14,14,13,54,,
21106,1,13,3,1,3,1,2,62,64,47,39,55,67,63,36,42,62,59,54,25,68,42,24,40,37,29
750,0,34,,1,4,2,1,88,84,89,55,20,21,2,14,19,64,65,74,57,35,77,36,88,,
25640,0,60,8,1,1,0,1,12,17,14,14,31,33,25,7,96,12,51,67,9,7,8,10,10,12,14
43919,1,13,1,2,3,3,3,59,63,60,62,23,73,15,14,68,10,68,65,62,60,58,62,62,58,59
10727,0,54,,0,3,,,70,70,49,33,35,35,55,31,56,48,53,55,33,50,54,32,73,,
19293,1,66,11,2,2,0,0.5,8,8,8,9,67,82,49,11,95,14,16,14,13,15,10,8,9,8,8
26397,1,21,3,0,3,11,4,81,84,83,33,30,41,51,57,73,84,49,16,70,80,54,43,62,85,80
42510,1,25,9,2,3,2,0.5,31,85,70,33,11,9,8,8,82,93,39,6,37,96,5,38,65,31,52
44068,1,13,3,0,3,2,5,21,21,19,19,21,30,10,6,7,30,60,43,31,38,24,24,34,25,24
13212,1,41,5,1,3,0.5,0.5,27,75,28,53,55,30,31,7,51,33,12,14,14,31,28,23,71,49,36
25695,0,21,3,3,4,1,0,41,38,53,37,38,85,54,26,55,61,61,79,56,54,46,40,35,51,39
11510,1,46,9,2,4,2,4,89,65,77,4,16,4,70,70,29,85,83,91,67,77,78,75,67,89,88
23379,0,43,10,1,3,1,2,79,81,83,51,37,49,26,16,8,84,71,73,64,70,73,,86,89,83
35179,1,21,3,0,3,3,1,41,61,54,68,26,52,23,49,38,74,49,23,56,43,67,34,45,52,61
46252,1,55,,2,3,,,8,5,47,3,3,72,14,50,98,73,39,61,2,46,50,3,10,,
12049,1,63,11,1,1,1,5,11,11,10,10,9,28,10,10,89,10,51,31,32,10,10,10,49,10,9
4078,0,74,11,1,3,2,1,57,80,72,73,66,51,63,33,48,78,57,70,71,73,53,60,55,54,57
39942,1,54,11,2,2,1,1,51,53,52,55,51,50,52,53,51,54,51,52,52,50,50,50,50,52,52
3192,0,47,7,1,1,0.5,5,6,7,8,49,50,47,8,7,87,49,18,12,14,15,1,10,9,7,5
34833,1,42,9,2,0,0,0,2,4,5,6,9,4,2,6,4,1,3,3,2,2,3,5,3,5,2
43715,1,20,3,0,4,5,5,74,76,77,54,34,55,37,39,39,42,31,31,52,52,53,67,67,78,77
1538,0,42,,2,4,1,1,81,56,59,26,45,51,16,18,51,18,68,68,45,26,51,54,58,,
14066,0,38,,2,3,2,1,32,56,49,30,28,29,71,46,83,59,43,71,53,31,31,31,57,,
17562,0,40,9,0,3,1,,50,71,51,30,48,30,30,30,49,49,76,76,30,48,49,49,70,49,32
8448,0,26,,2,1,1,0,8,13,16,11,13,36,28,50,67,49,12,10,11,15,14,14,10,,
11688,0,24,8,1,3,1,1,64,65,73,53,7,9,12,17,43,68,64,51,53,56,58,47,55,61,45
12140,1,53,9,2,1,2,3,43,56,60,29,45,30,49,33,67,45,61,53,61,65,62,49,58,45,47
5588,1,43,9,2,3,1,2,94,52,94,51,51,32,5,4,29,48,71,93,71,71,32,53,93,53,52
29480,0,43,9,2,4,4,7,12,15,11,15,18,65,9,11,5,44,9,4,11,10,35,,50,17,21
46823,0,24,,0,4,1,,73,93,95,29,29,51,40,32,1,73,72,75,75,76,76,29,69,,
4380,0,53,9,1,1,0.5,1,15,50,10,73,91,52,77,35,75,30,97,94,31,11,12,13,13,13,14
20106,1,35,9,1,3,10,3,49,46,62,28,28,9,10,10,48,75,46,47,59,60,49,31,69,32,30
49112,0,31,9,2,3,1,2,67,66,47,69,16,16,14,12,27,49,72,72,72,47,25,8,48,49,48
34914,0,44,5,2,1,,,49,49,51,52,50,35,36,14,51,51,51,68,48,69,50,31,74,50,50
3381,0,39,9,2,3,3,7,68,50,70,53,52,33,33,29,49,50,68,69,67,67,48,66,68,48,30
44723,1,45,9,0,3,2,2,93,90,92,92,93,93,94,94,92,93,93,92,95,94,93,93,92,93,92
10702,0,46,,0,3,,2,46,70,50,49,47,65,34,10,52,50,73,88,45,36,35,36,63,,
46981,0,42,,0,1,,,33,32,32,51,51,52,52,34,70,33,69,50,33,32,33,32,33,,
29196,0,49,10,2,2,0.5,0.5,4,53,7,6,5,52,7,15,22,22,84,79,6,21,4,,63,6,3
3534,1,43,9,1,1,1,4,45,48,46,46,47,47,48,47,46,47,47,66,45,48,49,49,46,47,47
15053,0,53,,1,2,0,,11,54,12,13,14,31,10,14,100,49,55,30,12,13,11,11,9,,
29849,0,38,4,2,1,,,63,66,67,72,68,66,63,56,59,66,68,67,70,67,69,,74,62,59
40036,0,35,9,1,3,0.5,2,31,52,51,72,52,8,31,31,50,51,70,70,35,35,28,20,62,55,49
1183,1,35,,0,4,6,2,95,71,71,26,25,25,25,22,20,78,31,7,69,93,94,94,95,,
48984,0,48,8,2,3,1,2,11,9,10,11,11,37,29,8,33,19,47,20,25,26,31,9,18,19,12
8954,1,13,,2,3,2,2,75,75,34,34,8,35,2,3,35,95,7,94,29,10,80,54,51,,
45857,1,22,,1,3,5,1,38,53,60,20,20,40,49,47,74,79,30,27,47,70,65,49,38,,
6929,0,44,,2,1,,1,5,64,50,71,71,91,35,65,96,7,89,94,4,57,5,5,80,,
25302,0,52,9,3,3,0,5,8,9,10,9,6,14,8,7,8,7,9,9,6,8,7,,10,8,5
38711,0,24,8,2,3,3,2,93,52,93,36,52,29,11,14,35,45,34,31,53,71,67,49,10,68,68
39194,0,30,4,2,3,1,1,31,32,31,30,29,33,51,30,52,30,69,53,30,31,16,18,65,32,31
3559,0,32,9,2,3,1,1,79,80,80,23,23,24,26,28,67,88,51,69,54,39,71,53,68,63,77
8632,0,48,,2,3,1,2,2,15,13,66,72,9,5,6,8,10,79,70,23,25,3,11,12,,
44103,0,50,8,0,3,10,4,70,68,68,47,34,32,69,30,31,68,68,68,68,67,69,50,69,69,68
26068,1,23,8,2,3,1,2,32,33,68,36,9,36,7,10,66,58,61,74,55,59,29,29,67,30,54
8804,0,29,,2,3,,2,69,52,52,30,71,35,8,9,31,70,70,70,16,49,49,10,78,,
46586,0,36,,0,1,,,11,10,9,8,7,42,40,36,59,49,67,67,46,35,3,6,46,,
43431,1,55,5,2,1,0,2,16,45,15,18,46,91,51,51,54,53,51,34,33,16,15,11,69,15,14
32849,1,21,,,4,,,74,51,70,28,43,52,65,77,9,52,74,69,88,87,72,33,75,,
37289,0,61,9,0,1,0.5,1,39,30,39,12,16,53,32,21,11,49,38,27,29,31,11,7,10,10,14
6289,1,47,,2,4,1,3,69,54,74,28,5,4,48,49,7,90,71,72,73,74,75,74,93,,
15495,1,25,,1,0,,,8,11,10,9,11,10,10,8,9,10,10,9,11,7,8,8,6,,
1897,1,70,11,1,3,0,15,53,26,69,49,11,51,51,53,31,54,55,28,28,70,11,28,51,27,26
16367,1,24,,2,4,3,3,94,88,92,93,93,93,91,92,6,88,90,90,90,91,90,48,71,,
19577,1,21,8,2,4,4,2,86,77,67,60,18,25,34,1,50,78,28,8,71,75,49,41,43,43,54
21121,1,20,8,0,3,2,0.5,53,69,69,34,33,33,33,35,4,74,68,32,30,34,51,32,71,26,26
27520,0,39,9,1,3,8,16.5,28,69,31,55,29,31,55,33,33,76,76,76,29,48,49,33,71,51,28
17079,1,14,3,2,1,2,2,22.6,25.16,14.07,17.91,15.14,14.93,11.8,10.47,53.45,6.46,64.81,65.7,11.58,20.49,20.27,23.03,23.45,23.88,18.12
37970,0,50,9,1,1,3,12,11,12,11,52,33,11,12,12,13,12,12,11,8,10,11,9,8,7,10
37334,0,13,3,0,3,1,0.5,58,18,69,32,51,30,31,11,15,70,83,51,34,27,52,62,64,71,48
39939,1,49,9,2,3,1,3,54,31,23,36,52,50,28,27,75,71,30,50,32,31,52,28,28,29,28
31852,0,39,4,0,3,1,1,4,5,4,63,83,49,2,3,14,14,12,12,10,22,29,,28,26,24
15588,0,30,,2,4,2,4,90,91,91,55,12,11,12,31,13,97,98,98,52,77,50,49,74,,
9984,1,62,,2,3,,5,16,19,19,13,15,96,2,2,100,60,12,54,52,53,53,52,11,,
11815,0,40,8,0,4,1,4,72,66,70,71,53,28,5,5,34,47,62,74,61,39,39,10,61,46,35
24972,0,30,9,2,4,2,1,74,70,89,67,33,11,3,40,2,100,29,29,90,87,71,,36,73,80
43622,0,19,3,1,1,3,3,31,67,36,28,29,29,76,66,51,35,31,31,50,33,34,21,26,27,28
33540,0,23,9,0,4,3,2,53,74,96,27,10,54,52,92,11,56,79,50,33,70,53,52,72,54,53
41626,0,55,9,0,4,0,16.5,6,6,6,5,50,6,7,3,8,4,84,62,63,16,12,7,6,7,6
28776,1,57,9,0,4,10,6,52,52,53,30,32,53,54,50,49,50,50,49,49,50,50,,50,50,50
22487,0,34,8,0,4,16.5,8,62,64,85,54,52,13,24,31,12,93,44,47,43,46,46,,42,66,69
29659,1,14,3,0,3,2,0.5,76,94,95,4,5,97,52,36,4,70,33,48,70,71,74,,72,33,75
17260,0,66,11,1,1,2,2,30,48,49,49,49,13,12,49,67,50,49,50,13,29,10,47,48,30,30
44122,0,52,9,2,3,2,16.5,71,52,50,51,51,50,34,13,72,50,51,51,51,51,34,50,50,36,35
39978,1,25,3,2,4,8,7,97,76,100,62,17,100,9,4,4,100,4,94,96,97,76,3,82,80,92
4905,0,38,9,0,3,16.5,8,73,80,82,16,14,14,14,31,31,70,69,71,74,76,78,79,66,70,51
20060,0,32,9,2,3,1,2,62,70,69,27,27,8,7,6,44,44,66,66,66,68,15,12,62,62,8
34637,0,31,4,1,3,2,4,70,70,68,51,31,31,70,49,71,72,73,56,33,33,54,55,72,33,33
10114,0,50,,2,3,,1,48,48,48,47,46,26,49,48,47,32,47,48,28,46,28,49,70,,
48584,0,57,8,2,1,0.5,3,9,24,30,49,29,74,74,22,96,7,71,72,33,10,11,14,16,16,30
2247,0,54,8,1,4,3,2,12,14,19,19,20,91,53,27,30,51,87,85,14,50,15,13,12,13,14
13739,1,71,,0,3,1,1,61,60,68,47,35,37,3,4,73,82,77,72,44,66,31,27,46,,
47582,1,14,3,0,4,4,0.5,84,69,77,32,40,94,77,87,90,67,86,87,76,76,59,36,65,64,78
40467,0,19,3,2,4,3,0.5,65,90,73,29,70,65,60,61,36,60,60,31,39,31,42,7,99,57,68
37136,0,24,8,1,3,1,0.5,25,37,35,61,34,68,41,46,74,63,74,71,30,29,27,28,70,49,55
30243,1,43,10,1,1,0.5,8,2,2,2,3,2,3,3,2,99,3,4,10,9,72,11,,9,8,2
34737,0,47,9,1,4,4,3,93,92,94,13,11,8,51,9,31,94,52,50,20,52,69,68,93,73,94
7177,0,64,,1,3,2,2,67,51,51,70,30,3,4,5,28,52,96,95,26,50,7,27,72,,
20163,0,35,9,2,3,1,1,9,27,13,13,6,58,45,30,61,13,54,49,65,50,4,46,77,47,39
18545,1,39,1,0,4,4,2,42,61,54,35,40,33,24,24,60,68,68,70,44,50,34,21,48,37,43
39048,0,23,9,1,4,2,8,39,62,61,4,4,50,46,45,34,61,59,49,2,2,43,2,72,50,47
35461,1,56,10,0,3,1,1,44,45,45,46,31,30,31,4,29,46,46,46,46,49,45,45,45,44,43
24318,1,20,3,1,0,1,0,7,4,4,1,3,3,3,3,68,16,5,6,2,3,3,,6,5,3
33217,1,54,,,4,2,4,73,74,92,8,10,93,12,14,32,93,54,73,56,36,94,14,81,,
15653,1,14,,2,4,2,2,85,84,83,84,27,14,78,74,28,78,92,91,83,84,73,86,87,,
21105,0,38,9,2,2,3,8,3,27,4,66,13,5,71,50,80,49,57,49,34,20,6,8,68,5,5
18244,1,46,9,1,3,2,4,70,70,70,9,5,3,29,9,3,71,91,92,98,98,97,97,97,97,98
41193,1,60,11,0,1,0,1,8,9,12,10,65,63,29,30,93,10,70,69,11,35,34,8,5,7,8
37346,1,29,3,2,3,1,2,84,93,92,77,26,27,31,36,29,72,94,94,93,92,32,92,92,88,81
23996,0,32,9,0,3,2,4,50,63,73,85,78,69,50,35,24,70,86,73,74,67,73,,73,56,62
46171,0,49,,1,3,,,47,47,47,68,47,45,3,3,97,48,30,32,9,47,3,2,3,,
24600,0,21,9,1,4,8,14,65,73,51,100,39,80,66,27,96,60,64,44,44,64,43,,59,73,65
17646,0,18,3,1,3,2,2,71,72,73,33,32,31,33,32,29,50,70,33,73,74,35,36,72,49,32
6344,0,49,,2,3,,,51,49,52,55,41,28,14,14,38,62,52,62,16,17,23,11,23,,
13673,1,71,,0,3,1,1,71,69,48,29,29,49,27,10,26,67,49,32,50,71,28,28,48,,
39567,0,33,8,0,4,2,4,54,83,72,15,13,56,12,30,91,53,13,13,91,91,18,30,68,15,15
43127,1,23,9,1,1,1,6,70,50,72,73,72,55,85,84,19,52,52,52,32,33,9,24,49,5,8
6198,1,35,,0,3,4,2,58,71,68,37,14,37,67,56,18,74,83,62,67,69,62,35,85,,
43328,0,69,11,0,4,3,1,51,54,69,52,37,38,29,18,68,66,63,53,33,36,55,42,78,43,36
3286,1,45,9,2,4,6,2,87,73,93,7,7,8,7,7,25,92,78,71,90,87,72,50,52,88,51
983,1,55,,1,0,,,4,4,5,4,5,49,3,3,7,10,49,6,6,4,3,2,3,,
17319,1,15,3,2,3,3,2,95,96,98,48,47,51,29,30,10,70,96,100,100,77,77,50,70,93,94
10526,1,64,,0,1,,,48,67,34,34,69,7,68,50,29,50,51,69,49,50,24,32,31,,
47715,0,42,4,0,3,2,0.5,30,68,36,50,36,26,32,36,33,51,71,52,70,70,7,35,71,30,33
34811,0,40,5,0,1,,,9,46,12,8,9,9,10,11,12,11,10,10,13,12,14,9,12,11,8
2235,1,46,9,2,3,2,0,70,69,69,9,9,8,9,25,68,70,9,8,88,90,70,29,91,68,71
30493,1,33,9,2,4,1,3,30,57,34,55,21,50,2,2,82,68,41,39,65,74,28,,27,4,47
28958,0,23,5,1,3,16.5,8,54,55,55,10,9,10,52,51,31,10,49,70,50,34,7,,70,51,7
14427,1,19,,0,4,2,0,75,61,83,12,11,49,11,12,30,50,42,19,50,71,71,34,73,,
35535,0,55,8,0,1,1,1,18,25,7,10,8,16,97,19,19,18,100,95,68,18,13,20,25,24,8
31681,1,42,10,0,1,0.5,6,13,14,12,13,15,54,15,11,31,51,70,71,46,10,6,,67,9,5
11517,1,20,3,1,3,2,1,61,68,57,51,48,43,32,47,51,69,68,71,85,66,56,39,51,37,40
24183,1,50,9,2,1,0,6,21,20,32,30,28,49,48,33,67,45,55,53,45,52,33,,32,30,30
764,0,,,0,4,,,100,49,100,100,51,6,2,54,1,100,76,100,96,100,100,51,100,,
14313,1,22,,2,4,2,2,78,63,94,48,67,43,66,45,59,61,62,58,67,61,70,62,62,,
22290,1,51,9,0,4,1,1,93,72,73,32,31,3,1,9,49,69,30,30,49,49,70,,64,50,49
46887,0,47,,2,1,,,31,71,52,32,11,31,10,9,71,51,10,10,51,51,11,11,52,,
40884,1,34,9,2,3,1,2,60,49,57,23,12,13,10,7,9,97,76,73,51,57,41,29,39,50,65
28138,1,46,9,0,1,0.5,8,57,80,54,29,24,14,9,8,27,49,84,90,36,49,45,,38,45,49
41569,0,34,8,2,3,0.5,3,6,64,8,6,10,67,65,47,42,35,44,43,2,3,4,5,5,5,7
6700,1,54,,1,1,,,11,51,12,51,52,52,12,12,53,53,50,51,12,12,12,11,31,,
47427,1,24,9,0,1,1,0,2,3,2,52,72,37,1,1,87,3,1,1,6,2,2,2,59,1,2
49109,1,33,9,0,1,0.5,8,2,2,2,2,3,2,2,2,98,2,2,2,2,4,2,3,2,2,2
48832,1,47,9,1,3,3,2,84,96,78,46,9,7,7,23,9,99,41,15,7,63,80,18,73,88,67
30886,0,14,3,1,3,3,,35,72,51,48,58,99,5,5,5,7,73,72,71,74,29,,28,60,36
41367,1,57,11,2,1,0.5,0.5,9,9,12,30,12,71,10,10,84,27,53,52,10,16,13,8,40,10,11
10152,1,34,,0,4,1,1,84,51,63,73,83,93,84,77,77,74,51,67,70,78,83,87,94,,
2584,0,16,3,1,4,5,0.5,49,25,68,60,31,1,1,1,9,1,68,66,49,27,48,69,69,50,32
19002,0,25,4,2,4,2,4,69,70,71,51,51,51,52,51,50,70,72,71,51,52,52,54,73,70,69
5611,0,68,,0,1,,4,32,54,32,52,33,71,34,12,53,53,53,53,51,51,31,8,53,,
29025,0,59,1,2,1,0,4,11,49,11,11,9,51,30,9,30,51,77,77,13,16,12,,51,11,12
4459,0,26,1,2,1,13,10,30,73,57,10,10,51,69,48,8,68,88,51,52,51,35,16,68,49,10
22106,0,33,9,1,4,4,4,67,69,51,13,67,69,9,10,66,67,22,28,29,29,28,,67,23,18
30257,1,18,3,2,4,2,1,75,99,99,1,3,84,2,3,3,68,11,57,100,100,67,,100,100,51
25169,0,35,8,0,3,4,1,30,30,31,73,75,76,9,34,96,81,73,71,71,70,9,,73,31,33
11462,1,61,12,2,1,0.5,0,17,22,48,18,38,84,4,50,80,46,57,45,76,69,30,3,49,20,14
13552,1,21,9,2,4,10,0.5,100,68,100,7,5,5,4,53,0,100,100,100,100,100,100,100,100,99,100
20693,0,30,5,1,4,4,1,88,87,71,12,12,52,72,33,9,76,100,70,69,70,51,52,100,51,68
49278,1,21,5,2,4,,5,100,100,100,4,2,2,1,2,2,100,100,51,99,100,100,100,100,100,99
45959,0,54,,2,3,0,2,26,70,49,30,30,12,29,31,14,29,74,73,30,49,28,26,73,,
48411,0,34,9,1,3,0.5,2,23,28,24,51,29,29,29,26,58,26,66,47,31,32,29,24,51,24,25
13536,1,47,9,0,4,2,2,69,62,79,72,64,85,91,82,54,37,55,40,44,55,70,90,67,67,84
11172,0,20,3,1,4,3,1,50,51,51,51,51,51,7,11,52,92,55,55,32,34,9,49,50,51,50
16843,0,21,3,2,3,2,0,94,31,50,11,93,51,52,30,93,31,50,12,34,72,33,48,48,51,31
28129,0,52,8,2,3,1,5,8,9,8,61,23,52,26,4,4,5,77,74,4,6,9,,9,9,9
43536,0,19,8,2,3,2,5,92,82,99,99,80,55,100,100,13,26,100,71,64,96,77,41,80,73,17
33522,0,24,9,1,3,0.5,0.5,39,64,32,32,8,18,57,52,27,61,73,67,55,53,44,57,48,47,38
6448,0,55,,1,3,4,,68,72,51,4,4,4,2,2,54,94,29,20,5,42,57,34,77,,
26751,1,44,9,1,3,,5,50,49,49,49,50,50,31,6,50,50,49,50,49,72,50,21,51,52,51
41094,0,69,11,0,0,0,0,50,51,52,50,49,32,30,56,55,52,68,51,50,51,50,51,51,51,51
50135,0,64,12,2,2,0,0,16,17,16,14,33,95,49,31,73,33,33,35,9,36,11,14,31,12,13
4301,1,46,5,2,1,,2,48,48,48,49,49,49,50,49,48,48,48,49,48,49,49,49,49,48,48
14054,0,45,,2,3,,,51,51,53,50,53,53,53,53,53,50,58,53,51,50,48,50,52,,
29105,1,39,9,1,1,0,1,6,57,54,58,51,82,14,6,64,5,68,70,7,11,40,,40,31,30
13067,0,19,9,1,1,4,3,51,52,50,33,52,54,54,55,9,57,75,72,50,50,50,50,33,53,52
7863,0,42,,1,1,1,,33,68,51,33,33,10,11,10,70,68,69,69,49,49,50,30,87,,
33845,0,38,9,2,1,0.5,1,49,66,49,68,76,34,30,14,48,35,75,76,47,47,36,9,48,34,32
36962,0,39,8,0,1,0.5,2,53,53,52,51,33,30,48,30,47,47,46,47,44,47,52,52,53,55,54
41592,1,46,9,0,3,2,2,57,74,73,29,33,28,29,24,31,48,72,72,49,63,48,50,69,49,54
30184,1,58,11,1,1,0,2,10,51,10,32,11,72,11,12,93,12,70,51,10,30,9,,70,9,9
36388,1,20,9,2,4,2,3,78,80,72,36,37,53,79,77,25,77,75,76,71,71,73,52,74,76,77
7180,0,38,,0,2,0,0,2,21,5,6,5,5,3,16,94,29,38,52,14,30,3,4,22,,
35691,1,27,9,2,3,2,0.5,51,70,52,52,52,12,69,69,12,65,70,88,52,51,52,91,69,70,53
33624,0,20,3,1,3,1,0.5,33,37,28,23,25,45,48,56,52,51,53,12,53,70,65,59,38,35,33
